-0.571821       1.83109       1.61455    
 -1.06005       2.48195       1.08405    
 -1.69186       3.07815      0.591881    
 -2.40936       3.55459      0.256216    
 -2.74433       4.47267      0.356657    
 -2.56837       5.52433      0.583528    
 -1.85277       6.15571      0.642157    
 -1.43486       6.91668       1.14673    
 -1.11700       7.69153       1.70793    
-0.646989       8.34007       2.47831    
-0.597660E-01   9.07713       2.82890    
 0.641890       9.65783       2.50834    
  1.29351       10.4665       2.95540    
  1.64294       11.1905       3.31175    
  1.97267       12.0279       3.85895    
  2.62593       12.5008       4.57745    
  3.26290       13.1674       5.16476    
  3.10520       14.0302       4.82413    
  2.65405       14.8652       4.52906    
  2.30697       15.3928       3.98272    
  2.67780       16.0622       3.43030    
  3.53396       15.8201       3.93644    
  3.44778       15.4484       4.93383    
  2.98365       14.8039       5.31410    
  2.45860       13.7964       4.88935    
  2.60125       13.1742       4.07588    
  3.04675       12.4870       3.68717    
  2.90972       11.4675       3.48219    
  2.26039       10.6293       3.66282    
  1.38040       10.3401       3.38943    
 0.364141       10.0805       3.26199    
 0.476369E-01   9.53283       2.09860    
-0.277858       8.75185       1.66425    
-0.116617       7.71579       2.22867    
-0.826455       7.16036       2.45059    
 -1.53487       6.74700       1.62871    
 -2.03082       7.01559      0.924815    
 -2.07385       6.59289     -0.494165E-01
 -1.77813       5.71586      0.306503    
 -2.04743       4.68534      0.771778    
 -2.75127       4.35262       1.40061    
 -3.66323       3.80874       1.54423    
 -4.58268       3.80899       1.17306    
 -5.46855       3.37127      0.702914    
 -6.11714       3.25464      0.319722    
 -6.98979       3.69451      0.762455E-02
 -7.85280       4.45564     -0.195816    
 -8.09017       5.48150     -0.371437    
 -7.97865       5.86655      -1.27079    
 -7.46560       6.06614      -2.03849    
 -7.05227       5.61905      -2.75277    
 -7.01214       5.18953      -3.57128    
 -7.24754       4.37832      -3.94657    
 -7.00677       3.36766      -4.37217    
 -6.84897       2.74433      -5.14483    
 -6.41490       2.34907      -5.83853    
 -5.43053       1.93900      -6.01091    
 -4.43564       1.39931      -6.03878    
 -4.57046      0.390949      -5.80230    
 -4.72517      0.192050      -6.66446    
 -5.75572      0.806836E-01  -6.76129    
 -6.05739      0.988327      -6.38161    
 -6.11472       1.68948      -5.40327    
 -6.23590       2.60741      -4.96083    
 -6.59059       3.46177      -5.55014    
 -6.79887       4.52352      -5.44789    
 -7.20194       4.87522      -4.47138    
 -7.49882       5.41647      -3.70807    
 -7.78498       5.31325      -2.92281    
 -8.11273       5.21296      -1.92756    
 -7.51950       5.31491      -1.02266    
 -7.08816       4.97930     -0.179788    
 -6.83506       4.98303      0.717542    
 -6.14706       4.52297       1.26635    
 -5.46782       3.83036       1.78428    
 -4.61971       3.26650       2.15862    
 -3.96918       2.51084       1.65382    
 -3.67549       1.83839       1.17899    
 -3.21869       1.06500      0.536748    
 -2.52889      0.345037      0.218471    
 -1.99581     -0.784783E-01 -0.632950    
 -1.26299     -0.532687      -1.54086    
-0.226181     -0.281713      -1.99436    
-0.137617     -0.250473      -1.15159    
-0.801606      0.368571     -0.614775    
 -1.72834      0.540474     -0.790434    
 -2.60524      0.286037     -0.694580    
 -3.19242     -0.176620E-01  0.157756E-01
 -2.64784      0.152727      0.919299    
 -1.76075      0.430028      0.649798    
-0.897719       1.15701      0.662070    
-0.109631       1.67075      0.820861    
 0.546051       2.10775       1.41996    
  1.24276       2.09549       1.88924    
  1.55477       1.16551       2.39651    
  1.73279      0.235623       2.23147    
  1.98114     -0.158788       1.25633    
  2.31828     -0.499598      0.356573    
  2.87258     -0.976581E-01 -0.322684    
  3.63646      0.432633     -0.350169    
  4.78624      0.457049     -0.424593    
  5.91312      0.236381     -0.395970    
  7.07061     -0.112389     -0.380030    
  8.07026     -0.835187     -0.648435    
  8.72873      -1.38639      -1.14758    
  8.32916      -2.24077      -1.57841    
  7.97072      -2.92805      -1.85278    
  7.40814      -3.88224      -1.77919    
  7.21027      -4.59374      -1.12539    
  7.28077      -5.50469     -0.964915    
  7.52450      -6.37725      -1.24929    
  8.15024      -7.15828      -1.49671    
  7.99750      -8.05531      -1.63996    
  7.87113      -9.12924      -1.82191    
  8.04589      -10.0476      -2.20668    
  8.41469      -10.1194      -3.12730    
  9.29028      -9.75068      -3.31516    
  9.55393      -8.83493      -3.24274    
  9.92366      -8.91728      -2.45340    
  9.22588      -9.35856      -1.92296    
  8.41684      -9.36105      -2.33603    
  7.72460      -8.82928      -2.91196    
  7.14987      -8.06736      -2.86195    
  6.86523      -7.44075      -2.08460    
  7.04113      -6.96669      -1.19322    
  7.61519      -6.55735     -0.472766    
  7.76329      -5.55440     -0.474448    
  7.94733      -4.85097      -1.18321    
  8.33496      -4.79428      -2.11225    
  8.62070      -4.12546      -2.56031    
  9.21639      -3.40942      -2.84278    
  8.83007      -2.47890      -2.54568    
  8.32972      -1.76170      -1.97707    
  7.57417     -0.997081      -1.34388    
  7.09009      -1.25030     -0.542300    
  6.62445     -0.709097      0.513656E-01
  6.13561     -0.188251E-01  0.560496    
  5.80822      0.899096      0.233844    
  5.19826       1.12535     -0.311085    
  4.51165      0.407491     -0.820655    
  3.83297     -0.149000      -1.03165    
  3.33083     -0.848794     -0.965116    
  2.99501      -1.00809      0.809463E-01
  2.73717     -0.551415       1.04110    
  2.51715      0.431947       1.15059    
  1.77251      0.949370       1.81271    
 0.960133      0.732924       2.25904    
 0.136874       1.06231       2.15561    
