 0.348810      -3.17070       2.51445    
-0.310513      -2.96645       1.83880    
-0.528172      -2.34303       1.29435    
-0.592067      -1.48160      0.291934    
-0.794147      -1.21207     -0.690404    
-0.369875E-01 -0.830602      -1.14676    
 0.615115     -0.664058E-01 -0.800188    
  1.18567      0.338638      0.438896E-01
  1.98252       1.24577     -0.159829    
  2.54194       1.00327     -0.878619    
  2.25349     -0.856719E-01 -0.987029    
  1.59941     -0.607774     -0.418610    
 0.828878      -1.21335     -0.187441    
-0.154573      -1.01687     -0.212974    
 -1.04328     -0.775337     -0.375219    
 -2.04973     -0.647020     -0.190203    
 -2.66919      -1.12767      0.313251    
 -3.11491      -1.06128       1.21487    
 -3.37183     -0.323311       2.03266    
 -3.88282      0.780793       2.50021    
 -4.61293       1.17508       1.96358    
 -5.47337      0.753100       1.72120    
 -6.45195      0.497092       1.38575    
 -7.16106      0.885228       1.94478    
 -7.26941       1.36368       2.58731    
 -6.96733       2.22757       3.41112    
 -5.96429       2.77414       3.63275    
 -5.40881       2.51791       2.66175    
 -5.49462       1.57402       2.29078    
 -5.61857      0.642889       2.26884    
 -4.97233      0.333175       1.61279    
 -3.94864     -0.168530       1.57004    
 -2.94828     -0.254008       1.06753    
 -2.05616     -0.673069      0.856081    
 -1.55813      -1.43964      0.811075    
 -1.11287      -2.22886      0.702055    
-0.787963      -2.72050     -0.663989E-01
-0.311071      -2.89297     -0.940182    
-0.796797      -3.42892      -1.61139    
 -1.44200      -4.17674      -2.09349    
 -2.07034      -4.68140      -1.48410    
 -2.13561      -4.59313     -0.487366    
 -1.50651      -4.19322      0.306413    
-0.396719      -4.05287      0.280692    
 0.148944      -4.43836     -0.502560    
 0.287885      -5.24972     -0.885008    
-0.194771E-01  -6.14580     -0.860705    
-0.854195      -6.47410      -1.11647    
 -1.57237      -7.25502     -0.913988    
 -2.47264      -7.90740     -0.991695    
 -3.41115      -8.21514      -1.23490    
 -3.53189      -9.27903      -1.70664    
 -3.57285      -10.4104      -1.28334    
 -3.07277      -11.0885     -0.725480    
 -2.88455      -12.0817     -0.228331    
 -3.60616      -13.1816     -0.293083    
 -4.09353      -13.9931     -0.776998    
 -3.85052      -15.1007     -0.592552    
 -3.38666      -15.6542      0.425228E-01
 -3.51846      -15.4675       1.06790    
 -3.05489      -14.6016       1.15635    
 -2.78725      -13.9025      0.355735    
 -3.05215      -13.5503     -0.545059    
 -3.58149      -12.9321     -0.871308    
 -3.98661      -12.1929      -1.16851    
 -3.96596      -11.4059     -0.727688    
 -3.24065      -10.4930     -0.434163    
 -3.15404      -9.56368     -0.259885    
 -3.21037      -9.18557      -1.26918    
 -2.38992      -8.73743      -1.52869    
 -1.72167      -8.22259      -2.19350    
 -1.36050      -7.25972      -2.19687    
 -1.17959      -6.18680      -1.89142    
-0.659547      -5.41201      -1.40459    
-0.561662E-01  -5.21091     -0.389918    
 0.351916      -4.64261      0.306673    
 0.821716      -3.72198      0.305439    
  1.22528      -2.82384      0.552069    
  1.11889      -1.90473      0.701703    
  1.35960      -1.13041       1.50341    
  1.98054     -0.528571       2.25131    
  2.75949     -0.123426       2.64488    
  3.66290      0.285860E-01   2.45384    
  4.18951      0.464526       2.00346    
  4.47111       1.11827       1.61055    
  3.70884      0.959828       1.76581    
  3.44227      0.473627E-01   1.73397    
  3.25064     -0.988299       1.59076    
  2.72290      -1.65640       1.63651    
  2.10846      -2.20075       2.03786    
  1.45475      -3.00148       2.80571    
