 -3.67974      -12.9911       7.31645    
 -2.91447      -12.7731       6.94825    
 -2.02928      -13.0166       6.85623    
 -1.04665      -13.0718       6.59542    
-0.593938      -13.6692       5.85887    
-0.348111      -14.2281       4.98530    
-0.835421      -14.2401       4.05878    
-0.850451      -14.1993       3.02149    
-0.539300      -14.0912       2.00427    
-0.874350      -14.2189       1.18514    
 -1.54930      -14.7248      0.813638    
 -2.08160      -15.0121      0.187568    
 -2.78836      -15.3721     -0.499973    
 -3.35986      -15.3075      -1.43490    
 -3.68885      -15.8730      -2.38068    
 -4.01952      -16.1021      -3.14265    
 -5.07070      -15.8068      -3.59977    
 -5.92807      -15.4562      -3.86891    
 -6.04729      -15.0684      -4.77807    
 -5.39088      -15.6442      -5.36623    
 -4.84443      -15.8208      -6.19693    
 -4.15496      -15.7851      -6.89593    
 -3.28483      -15.6246      -7.26482    
 -2.37699      -16.1408      -7.36056    
 -2.00944      -16.4629      -8.35574    
 -1.90085      -17.1424      -9.04672    
 -1.81487      -17.9875      -9.60867    
 -1.97900      -18.7409      -10.0482    
 -2.05874      -18.9742      -11.1019    
 -1.72765      -18.4954      -11.8667    
 -1.38925      -17.4185      -12.1426    
 -2.34436      -17.3284      -11.5238    
 -2.60956      -17.1521      -10.5229    
 -2.72426      -17.1760      -9.59602    
 -2.56191      -16.9116      -8.68781    
 -2.75613      -16.6161      -7.88095    
 -3.11936      -16.2026      -7.01918    
 -3.66494      -15.7660      -6.08158    
 -4.03196      -15.4068      -5.14445    
 -4.16362      -15.3543      -4.23335    
 -4.60359      -15.4810      -3.38209    
 -4.39319      -15.9601      -2.38457    
 -3.51736      -16.5350      -1.91328    
 -2.71590      -16.2505      -1.14155    
 -2.22794      -15.2090     -0.895533    
 -2.37862      -14.3526     -0.228269    
 -1.89732      -14.0113      0.830834    
 -1.49422      -14.4115       1.65648    
-0.708316      -14.5034       2.51382    
 0.910715E-01  -14.0871       3.39519    
-0.194698      -13.7352       4.35048    
-0.708274      -13.4214       5.20553    
 -1.57334      -13.2370       5.68792    
 -2.37901      -13.5147       6.33326    
 -3.00577      -13.3684       7.13859    
 -3.13161      -12.8583       7.86676    
 -4.29145      -12.6134       8.25912    
 -4.85109      -12.5688       8.86132    
 -5.55934      -12.9280       9.36684    
 -6.13878      -13.4314       8.73907    
 -6.58404      -14.1490       8.28702    
 -7.34362      -14.8603       8.26185    
 -8.05384      -15.3364       9.18330    
 -8.44625      -15.1120       10.1189    
 -8.51010      -14.6853       11.1494    
 -8.33240      -13.7711       11.5327    
 -8.24350      -12.8998       11.3244    
 -8.91269      -12.2897       10.7383    
 -9.51074      -11.5785       10.4957    
 -10.1816      -10.8653       10.6731    
 -10.6590      -10.0499       10.9103    
 -10.2660      -9.41067       11.7136    
 -10.0402      -8.75374       12.5060    
 -9.69567      -8.75968       13.4840    
 -10.7558      -8.72392       13.5972    
 -10.9949      -8.59926       12.5378    
 -10.4459      -8.86840       11.5996    
 -9.83127      -9.41881       11.0755    
 -9.78727      -10.5106       11.0918    
 -9.91860      -11.4290       11.2062    
 -9.55287      -12.2499       10.5064    
 -9.06979      -13.0480       10.5479    
 -8.08950      -13.5376       10.7794    
 -7.07434      -13.8530       10.3436    
 -6.17948      -14.1688       9.75455    
 -5.56294      -13.6341       9.19777    
 -5.47606      -12.9507       8.64256    
 -5.47601      -12.1576       8.94441    
 -4.66721      -12.1444       9.31868    
 -4.39165      -13.0546       9.00204    
 -3.98657      -13.2935       8.20135    
